Edition	TaskCode	Week	Training Type	Task Start date	Task End Date	Completion date			Owner	"Status
(PickList)"	EditionTaskCode
2502-B	SLW3T01	Week 3		2/5/2025	2/6/2025	2/6/2025			Miguel	Done	2502-BSLW3T01
2502-B	SLW4T01	Week 4		2/12/2025	2/16/2025	2/16/2025			Miguel	Done	2502-BSLW4T01
2502-B	SLW5T01	Week 5		2/19/2025	2/23/2025	2/23/2025			Miguel	Done	2502-BSLW5T01
2502-B	SLW5T02	Week 5		2/19/2025	2/23/2025	2/23/2025			Miguel	Done	2502-BSLW5T02
2502-B	SLW5T03	Week 5		2/19/2025	2/23/2025	2/23/2025			Miguel	Done	2502-BSLW5T03
2502-B	SLW5T04	Week 5		2/19/2025	2/23/2025	2/23/2025			Miguel	Done	2502-BSLW5T04
2502-B	SLW6T01	Week 6		2/26/2025	3/2/2025	3/2/2025			Miguel	Done	2502-BSLW6T01
2502-B	SLW6T02	Week 6		2/26/2025	3/2/2025	3/2/2025			Miguel	Done	2502-BSLW6T02
2502-B	SLW6T03	Week 6		3/2/2025	3/2/2025	3/2/2025			Miguel	Done	2502-BSLW6T03
2502-B	SLW7T01	Week 7		3/5/2025	3/9/2025	3/9/2025			Miguel	Done	2502-BSLW7T01
2502-B	SLW8T01	Week 8		3/12/2025	3/16/2025	3/16/2025			Miguel	Done	2502-BSLW8T01
2502-B	SLW8T02	Week 8		3/12/2025	3/16/2025	3/16/2025			Miguel	Done	2502-BSLW8T02
2502-B	SLW8T03	Week 8		3/12/2025	3/16/2025	3/16/2025			Telmo	Done	2502-BSLW8T03
2502-B	SLW8T04	Week 8		3/12/2025	3/16/2025	3/16/2025			Miguel	Done	2502-BSLW8T04
2503-B	SLW1T01	Week 1		2/19/2025	2/23/2025	2/23/2025			Miguel	Done	2503-BSLW1T01
2503-B	SLW1T02	Week 1		2/19/2025	2/23/2025	2/23/2025			Miguel	Done	2503-BSLW1T02
2503-B	SLW1T03	Week 1		2/19/2025	2/23/2025	2/23/2025			Miguel	Done	2503-BSLW1T03
2503-B	SLW1T04	Week 1		2/19/2025	2/23/2025	2/23/2025			Miguel	Done	2503-BSLW1T04
2503-B	SLW1T05	Week 1		2/19/2025	2/23/2025	2/23/2025			Miguel	Done	2503-BSLW1T05
2503-B	SLW1T06	Week 1		2/19/2025	2/23/2025	2/23/2025			Miguel	Done	2503-BSLW1T06
2503-B	SLW2T01	Week 2		2/26/2025	3/2/2025	3/2/2025			Miguel	Done	2503-BSLW2T01
2503-B	SLW2T02	Week 2		2/26/2025	3/2/2025	3/2/2025			Miguel	Done	2503-BSLW2T02
2503-B	SLW3T01	Week 3		3/5/2025	3/6/2025	3/6/2025			Miguel	Done	2503-BSLW3T01
2503-B	SLW4T01	Week 4		3/12/2025	3/16/2025	3/16/2025			Miguel	Done	2503-BSLW4T01
2503-B	SLW5T01	Week 5		3/19/2025	3/23/2025	3/23/2025			Miguel	Done	2503-BSLW5T01
2503-B	SLW5T02	Week 5		3/19/2025	3/23/2025	3/23/2025			Miguel	Done	2503-BSLW5T02
2503-B	SLW5T03	Week 5		3/19/2025	3/23/2025	3/23/2025			Miguel	Done	2503-BSLW5T03
2503-B	SLW5T04	Week 5		3/19/2025	3/23/2025	3/23/2025			Miguel	Done	2503-BSLW5T04
2503-B	SLW6T01	Week 6		3/26/2025	3/30/2025	3/30/2025			Miguel	Done	2503-BSLW6T01
2503-B	SLW6T02	Week 6		3/26/2025	3/30/2025	3/30/2025			Miguel	Done	2503-BSLW6T02
2503-B	SLW6T03	Week 6		3/30/2025	3/30/2025	3/30/2025			Miguel	Done	2503-BSLW6T03
2503-B	SLW7T01	Week 7		4/2/2025	4/6/2025	4/6/2025			Miguel	Done	2503-BSLW7T01
2503-B	SLW8T01	Week 8		4/9/2025	4/13/2025	4/13/2025			Miguel	Done	2503-BSLW8T01
2503-B	SLW8T02	Week 8		4/9/2025	4/13/2025	4/13/2025			Miguel	Done	2503-BSLW8T02
2503-B	SLW8T03	Week 8		4/9/2025	4/13/2025	4/13/2025			Miguel	Done	2503-BSLW8T03
2503-B	SLW8T04	Week 8		4/9/2025	4/13/2025	4/13/2025			Miguel	Done	2503-BSLW8T04
2503-A	WM5T01	Week -5		2/10/2025	2/16/2025	2/16/2025			Miguel	Done	2503-AWM5T01
2503-A	WM5T02	Week -5		2/10/2025	2/16/2025	2/16/2025			Miguel	Done	2503-AWM5T02
2503-A	WM5T03	Week -5		2/10/2025	2/16/2025	2/16/2025			Miguel	Done	2503-AWM5T03
2503-A	WM5T04	Week -5		2/10/2025	2/16/2025	2/16/2025			Miguel	Done	2503-AWM5T04
2503-A	WM5T05	Week -5		#N/A	#N/A	2/16/2025			Miguel	Done	2503-AWM5T05
2503-A	WM4T01	Week -4		2/17/2025	2/23/2025	2/23/2025			Miguel	Done	2503-AWM4T01
2503-A	WM3T01	Week -3		2/24/2025	3/2/2025	3/2/2025			Miguel	Done	2503-AWM3T01
2503-A	WM3T02	Week -3		2/24/2025	3/2/2025	3/2/2025			Miguel	Done	2503-AWM3T02
2503-A	WM2T01	Week -2		3/3/2025	3/9/2025	3/9/2025			Miguel	Done	2503-AWM2T01
2503-A	WM2T02	Week -2		3/3/2025	3/9/2025	3/9/2025			Miguel	Done	2503-AWM2T02
2503-A	WM2T03	Week -2		3/3/2025	3/9/2025	3/9/2025			Miguel	Done	2503-AWM2T03
2503-A	WM1T01	Week -1		3/10/2025	3/16/2025	3/16/2025			Miguel	Done	2503-AWM1T01
2503-A	WM1T02	Week -1		3/10/2025	3/16/2025	3/16/2025			Miguel	Done	2503-AWM1T02
2503-A	W1T01	Week 1		3/17/2025	3/19/2025	3/19/2025			Miguel	Done	2503-AW1T01
2503-A	W1T02	Week 1		#N/A	#N/A	#N/A			Miguel	Done	2503-AW1T02
2503-A	W2T01	Week 2		3/24/2025	3/26/2025	3/26/2025			Miguel	Done	2503-AW2T01
2503-A	W2T02	Week 2		3/24/2025	3/30/2025	3/30/2025			Miguel	Done	2503-AW2T02
2503-A	W2T03	Week 2		3/24/2025	3/30/2025	3/30/2025			Miguel	Done	2503-AW2T03
2503-A	W3T01	Week 3		3/31/2025	4/6/2025	4/6/2025			Miguel	Done	2503-AW3T01
2503-A	W3T02	Week 3		3/31/2025	4/6/2025	4/6/2025			Miguel	Done	2503-AW3T02
2503-A	W3T03	Week 3		3/31/2025	4/6/2025	4/6/2025			Miguel	Done	2503-AW3T03
2503-A	W3T04	Week 3		3/31/2025	4/6/2025	4/6/2025			Miguel	Done	2503-AW3T04
2503-A	W3T05	Week 3		3/31/2025	4/6/2025	4/6/2025			Miguel	Done	2503-AW3T05
2503-A	W3T06	Week 3		3/31/2025	4/6/2025	4/6/2025			Miguel	Done	2503-AW3T06
2503-A	W4T01	Week 4		4/7/2025	4/7/2025	4/7/2025			Miguel	Done	2503-AW4T01
2503-A	W4T02	Week 4		4/7/2025	4/10/2025	4/10/2025			Miguel	Done	2503-AW4T02
2503-A	W4T03	Week 4		4/7/2025	4/13/2025	4/13/2025			Miguel	Done	2503-AW4T03
2503-A	W5T01	Week 5		4/14/2025	4/15/2025						2503-AW5T01
2503-A	W5T02	Week 5		4/14/2025	4/17/2025						2503-AW5T02
2503-A	W5T03	Week 5		4/14/2025	4/20/2025						2503-AW5T03
2503-A	W5T04	Week 5		4/14/2025	4/20/2025						2503-AW5T04
2503-A	W5T05	Week 5		4/14/2025	4/20/2025						2503-AW5T05
2503-A	W5T06	Week 5		4/14/2025	4/20/2025						2503-AW5T06
2503-A	W5T07	Week 5		#N/A	#N/A	#N/A			Miguel	Done	2503-AW5T07
2503-A	W6T01	Week 6		4/21/2025	4/27/2025						2503-AW6T01
2503-A	W6T02	Week 6		4/21/2025	4/27/2025						2503-AW6T02
2503-A	W6T03	Week 6		4/21/2025	4/27/2025						2503-AW6T03
2503-A	W7T01	Week 7		4/28/2025	5/4/2025						2503-AW7T01
2503-A	W8T01	Week 8		5/5/2025	5/11/2025						2503-AW8T01
2503-A	W8T02	Week 8		5/5/2025	5/11/2025						2503-AW8T02
2503-A	W8T04	Week 8		5/5/2025	5/11/2025						2503-AW8T04
2503-A	W8T05	Week 8		5/5/2025	5/11/2025						2503-AW8T05
2504-B	SLW1T01	Week 1		3/19/2025	3/23/2025	3/23/2025			Miguel	Done	2504-BSLW1T01
2504-B	SLW1T02	Week 1		3/19/2025	3/23/2025	3/23/2025			Miguel	Done	2504-BSLW1T02
2504-B	SLW1T03	Week 1		3/19/2025	3/23/2025	3/23/2025			Miguel	Done	2504-BSLW1T03
2504-B	SLW1T04	Week 1		3/19/2025	3/23/2025	3/23/2025			Miguel	Done	2504-BSLW1T04
2504-B	SLW1T05	Week 1		3/19/2025	3/23/2025	3/23/2025			Miguel	Done	2504-BSLW1T05
2504-B	SLW1T06	Week 1		3/19/2025	3/23/2025	3/23/2025			Miguel	Done	2504-BSLW1T06
2504-B	SLW2T01	Week 2		3/26/2025	3/30/2025	3/30/2025			Miguel	Done	2504-BSLW2T01
2504-B	SLW2T02	Week 2		3/26/2025	3/30/2025	3/30/2025			Miguel	Done	2504-BSLW2T02
2504-B	SLW3T01	Week 3		4/2/2025	4/3/2025	4/3/2025			Miguel	Done	2504-BSLW3T01
2504-B	SLW4T01	Week 4		4/9/2025	4/13/2025	4/13/2025			Miguel	Done	2504-BSLW4T01
2504-B	SLW5T01	Week 5		4/16/2025	4/20/2025						2504-BSLW5T01
2504-B	SLW5T02	Week 5		4/16/2025	4/20/2025						2504-BSLW5T02
2504-B	SLW5T03	Week 5		4/16/2025	4/20/2025						2504-BSLW5T03
2504-B	SLW5T04	Week 5		4/16/2025	4/20/2025						2504-BSLW5T04
2504-B	SLW6T01	Week 6		4/23/2025	4/27/2025						2504-BSLW6T01
2504-B	SLW6T02	Week 6		4/23/2025	4/27/2025						2504-BSLW6T02
2504-B	SLW6T03	Week 6		4/27/2025	4/27/2025						2504-BSLW6T03
2504-B	SLW7T01	Week 7		4/30/2025	5/4/2025						2504-BSLW7T01
2504-B	SLW8T01	Week 8		5/7/2025	5/11/2025						2504-BSLW8T01
2504-B	SLW8T02	Week 8		5/7/2025	5/11/2025						2504-BSLW8T02
2504-B	SLW8T03	Week 8		5/7/2025	5/11/2025						2504-BSLW8T03
2504-B	SLW8T04	Week 8		5/7/2025	5/11/2025						2504-BSLW8T04
2504-A	WM5T01	Week -5		3/17/2025	3/23/2025	3/23/2025			Miguel	Done	2504-AWM5T01
2504-A	WM5T02	Week -5		3/17/2025	3/23/2025	3/23/2025			Miguel	Done	2504-AWM5T02
2504-A	WM5T03	Week -5		3/17/2025	3/23/2025	3/23/2025			Miguel	Done	2504-AWM5T03
2504-A	WM5T04	Week -5		3/17/2025	3/23/2025	3/23/2025			Miguel	Done	2504-AWM5T04
2504-A	WM4T01	Week -4		3/24/2025	3/30/2025	3/30/2025			Miguel	Done	2504-AWM4T01
2504-A	WM3T01	Week -3		3/31/2025	4/6/2025	4/6/2025			Miguel	Done	2504-AWM3T01
2504-A	WM3T02	Week -3		3/31/2025	4/6/2025	4/6/2025			Miguel	Done	2504-AWM3T02
2504-A	WM2T01	Week -2		4/7/2025	4/13/2025	4/13/2025			Miguel	Done	2504-AWM2T01
2504-A	WM2T02	Week -2		4/7/2025	4/13/2025	4/13/2025			Miguel	Done	2504-AWM2T02
2504-A	WM2T03	Week -2		4/7/2025	4/13/2025	4/13/2025			Miguel	Done	2504-AWM2T03
2504-A	WM1T01	Week -1		4/14/2025	4/20/2025						2504-AWM1T01
2504-A	WM1T02	Week -1		4/14/2025	4/20/2025						2504-AWM1T02
2504-A	W1T01	Week 1		4/21/2025	4/23/2025						2504-AW1T01
2504-A	W2T01	Week 2		4/28/2025	4/30/2025						2504-AW2T01
2504-A	W2T02	Week 2		4/28/2025	5/4/2025						2504-AW2T02
2504-A	W2T03	Week 2		4/28/2025	5/4/2025						2504-AW2T03
2504-A	W3T01	Week 3		5/5/2025	5/11/2025						2504-AW3T01
2504-A	W3T02	Week 3		5/5/2025	5/11/2025						2504-AW3T02
2504-A	W3T03	Week 3		5/5/2025	5/11/2025						2504-AW3T03
2504-A	W3T04	Week 3		5/5/2025	5/11/2025						2504-AW3T04
2504-A	W3T05	Week 3		5/5/2025	5/11/2025						2504-AW3T05
2504-A	W3T06	Week 3		5/5/2025	5/11/2025						2504-AW3T06
2504-A	W4T01	Week 4		5/12/2025	5/12/2025						2504-AW4T01
2504-A	W4T02	Week 4		5/12/2025	5/15/2025						2504-AW4T02
2504-A	W4T03	Week 4		5/12/2025	5/18/2025						2504-AW4T03
2504-A	W5T01	Week 5		5/19/2025	5/20/2025						2504-AW5T01
2504-A	W5T02	Week 5		5/19/2025	5/22/2025						2504-AW5T02
2504-A	W5T03	Week 5		5/19/2025	5/25/2025						2504-AW5T03
2504-A	W5T04	Week 5		5/19/2025	5/25/2025						2504-AW5T04
2504-A	W5T05	Week 5		5/19/2025	5/25/2025						2504-AW5T05
2504-A	W5T06	Week 5		5/19/2025	5/25/2025						2504-AW5T06
2504-A	W5T07	Week 5		#N/A	#N/A	#N/A			Miguel	Done	2504-AW5T07
2504-A	W6T01	Week 6		5/26/2025	6/1/2025						2504-AW6T01
2504-A	W6T02	Week 6		5/26/2025	6/1/2025						2504-AW6T02
2504-A	W6T03	Week 6		5/26/2025	6/1/2025						2504-AW6T03
2504-A	W7T01	Week 7		6/2/2025	6/8/2025						2504-AW7T01
2504-A	W8T01	Week 8		6/9/2025	6/15/2025						2504-AW8T01
2504-A	W8T02	Week 8		6/9/2025	6/15/2025						2504-AW8T02
2504-A	W8T04	Week 8		6/9/2025	6/15/2025						2504-AW8T04
2504-A	W8T05	Week 8		6/9/2025	6/15/2025						2504-AW8T05
2505-A	WM5T01	Week -5		4/14/2025	4/20/2025						2505-AWM5T01
2505-A	WM5T02	Week -5		4/14/2025	4/20/2025						2505-AWM5T02
2505-A	WM5T03	Week -5		4/14/2025	4/20/2025						2505-AWM5T03
2505-A	WM5T04	Week -5		4/14/2025	4/20/2025						2505-AWM5T04
2505-A	WM4T01	Week -4		4/21/2025	4/27/2025						2505-AWM4T01
2505-A	WM3T01	Week -3		4/28/2025	5/4/2025						2505-AWM3T01
2505-A	WM3T02	Week -3		4/28/2025	5/4/2025						2505-AWM3T02
2505-A	WM2T01	Week -2		5/5/2025	5/11/2025						2505-AWM2T01
2505-A	WM2T02	Week -2		5/5/2025	5/11/2025						2505-AWM2T02
2505-A	WM2T03	Week -2		5/5/2025	5/11/2025						2505-AWM2T03
2505-A	WM1T01	Week -1		5/12/2025	5/18/2025						2505-AWM1T01
2505-A	WM1T02	Week -1		5/12/2025	5/18/2025						2505-AWM1T02
2505-A	W1T01	Week 1		5/19/2025	5/21/2025						2505-AW1T01
2505-A	W2T01	Week 2		5/26/2025	5/28/2025						2505-AW2T01
2505-A	W2T02	Week 2		5/26/2025	6/1/2025						2505-AW2T02
2505-A	W2T03	Week 2		5/26/2025	6/1/2025						2505-AW2T03
2505-A	W3T01	Week 3		6/2/2025	6/8/2025						2505-AW3T01
2505-A	W3T02	Week 3		6/2/2025	6/8/2025						2505-AW3T02
2505-A	W3T03	Week 3		6/2/2025	6/8/2025						2505-AW3T03
2505-A	W3T04	Week 3		6/2/2025	6/8/2025						2505-AW3T04
2505-A	W3T05	Week 3		6/2/2025	6/8/2025						2505-AW3T05
2505-A	W3T06	Week 3		6/2/2025	6/8/2025						2505-AW3T06
2505-A	W4T01	Week 4		6/9/2025	6/9/2025						2505-AW4T01
2505-A	W4T02	Week 4		6/9/2025	6/12/2025						2505-AW4T02
2505-A	W4T03	Week 4		6/9/2025	6/15/2025						2505-AW4T03
2505-A	W5T01	Week 5		6/16/2025	6/17/2025						2505-AW5T01
2505-A	W5T02	Week 5		6/16/2025	6/19/2025						2505-AW5T02
2505-A	W5T03	Week 5		6/16/2025	6/22/2025						2505-AW5T03
2505-A	W5T04	Week 5		6/16/2025	6/22/2025						2505-AW5T04
2505-A	W5T05	Week 5		6/16/2025	6/22/2025						2505-AW5T05
2505-A	W5T06	Week 5		6/16/2025	6/22/2025						2505-AW5T06
2505-A	W6T01	Week 6		6/23/2025	6/29/2025						2505-AW6T01
2505-A	W6T02	Week 6		6/23/2025	6/29/2025						2505-AW6T02
2505-A	W6T03	Week 6		6/23/2025	6/29/2025						2505-AW6T03
2505-A	W7T01	Week 7		6/30/2025	7/6/2025						2505-AW7T01
2505-A	W8T01	Week 8		7/7/2025	7/13/2025						2505-AW8T01
2505-A	W8T02	Week 8		7/7/2025	7/13/2025						2505-AW8T02
2505-A	W8T04	Week 8		7/7/2025	7/13/2025						2505-AW8T04
2505-A	W8T05	Week 8		7/7/2025	7/13/2025						2505-AW8T05
2505-B	SLW1T01	Week 1		4/23/2025	4/27/2025						2505-BSLW1T01
2505-B	SLW1T02	Week 1		4/23/2025	4/27/2025						2505-BSLW1T02
2505-B	SLW1T03	Week 1		4/23/2025	4/27/2025						2505-BSLW1T03
2505-B	SLW1T04	Week 1		4/23/2025	4/27/2025						2505-BSLW1T04
2505-B	SLW1T05	Week 1		4/23/2025	4/27/2025						2505-BSLW1T05
2505-B	SLW1T06	Week 1		4/23/2025	4/27/2025						2505-BSLW1T06
2505-B	SLW2T01	Week 2		4/30/2025	5/4/2025						2505-BSLW2T01
2505-B	SLW2T02	Week 2		4/30/2025	5/4/2025						2505-BSLW2T02
2505-B	SLW3T01	Week 3		5/7/2025	5/8/2025						2505-BSLW3T01
2505-B	SLW4T01	Week 4		5/14/2025	5/18/2025						2505-BSLW4T01
2505-B	SLW5T01	Week 5		5/21/2025	5/25/2025						2505-BSLW5T01
2505-B	SLW5T02	Week 5		5/21/2025	5/25/2025						2505-BSLW5T02
2505-B	SLW5T03	Week 5		5/21/2025	5/25/2025						2505-BSLW5T03
2505-B	SLW5T04	Week 5		5/21/2025	5/25/2025						2505-BSLW5T04
2505-B	SLW6T01	Week 6		5/28/2025	6/1/2025						2505-BSLW6T01
2505-B	SLW6T02	Week 6		5/28/2025	6/1/2025						2505-BSLW6T02
2505-B	SLW6T03	Week 6		6/1/2025	6/1/2025						2505-BSLW6T03
2505-B	SLW7T01	Week 7		6/4/2025	6/8/2025						2505-BSLW7T01
2505-B	SLW8T01	Week 8		6/11/2025	6/15/2025						2505-BSLW8T01
2505-B	SLW8T02	Week 8		6/11/2025	6/15/2025						2505-BSLW8T02
2505-B	SLW8T03	Week 8		6/11/2025	6/15/2025						2505-BSLW8T03
2505-B	SLW8T04	Week 8		6/11/2025	6/15/2025						2505-BSLW8T04
